tweet,category
and you a nightshade kike sand nigger,Racism
chettoes u mean ghettos the places the kike gathered to subvert christianity,Racism
smashing sand nigger is easy destroying commie filth is even easier,Racism
norwegians just as retarded as the rest of w europe importing murdering raping incestious pedophiles to a once beautiful country have caucasians no brain these days,Racism
i would like to volunteer a rafting service for reintegrating immigrants and their kids they can travel together free of charge across the rio grande or tijuana rivers to mexico,Racism
good more like this the more rapefugees welcome faggots that get gutted like fish by their rapefugees the better it removes the fagtards from existence and it may actually educate survivors as to the stupidity of their faggotry,Racism
what a lying asshole you are you arab muslim filth are fucking up christian europe liar typical blame shifting lying a rab hook nosed raghead,Racism
attention all lieberal feminazi here a cause for you put on your pussy hats and go get the toxic male responsible for actual pussy grabbing c mon lying bitches still waiting,sexualContent
good morning nazi faggot what happened last night party night hope your buddy used a condom <user> not really lol,sexualContent
haha remember when that bitch nigger <user> was crying for a way to censor replies to him little pet monkey of a kike,Racism
muslim migrant rapes more women than canadian bernado yet media stays silent we wonder why no one trusts the media any more,Religious
aleppo let the arabs sort it out if they are not bothered why should i be,Racism
if the bi coastal elites at microsoft really believe in diversity then let them have their lgbt celebrations in june during gay pride month and leave december to christians bill donohue catholic league,sexualContent
